PS Code,Regional c,PS Name,ConstCode,DistCode,RegCode,EACode,Latitude,Longitude,Plus code,GhPostGPS
F431006,"0",FAITH PRIMARY SCH. AKOMADAN,F4301,,GH02,F43100,7.3960321,-1.9539106,6CVW92WW+CC89,#
F431007,"0",GEORGE BEST  SCH. AKOMADAN,F4301,,GH02,F43100,7.3960321,-1.9539106,6CVW92WW+CC89,#
F431008,"0",ENVIRONMENTAL OFFICE. AKOMADAN,F4301,,GH02,F43100,7.3960321,-1.9539106,6CVW92WW+CC89,#
F431101,"0",L/A'A' JHS AKUMADAN NO.1,F4301,,GH02,F43110,7.3960321,-1.9539106,6CVW92WW+CC89,#
F431102,"0",L/A'A'  PRIMARY SCH. AKUMADAN,F4301,,GH02,F43110,7.3960321,-1.9539106,6CVW92WW+CC89,#
F431103,"0",GYIDI CHURCH AKOMADAN,F4301,,GH02,F43110,7.3960321,-1.9539106,6CVW92WW+CC89,#
F431104,"0",GYIDI CHURCH AKOMADAN NO.2,F4301,,GH02,F43110,7.3960321,-1.9539106,6CVW92WW+CC89,#
F431105,"0",L/A'A' JHS AKUMADAN NO.2,F4301,,GH02,F43110,7.3960321,-1.9539106,6CVW92WW+CC89,#
F431106,"0",AGRIC STATION AKOMADAN,F4301,,GH02,F43110,7.3960321,-1.9539106,6CVW92WW+CC89,#
F431107,"0",TEMP. BOOTH TONTOKROM,F4301,,GH02,F43110,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F431201,"0",SAVIOUR INT. SCH. NO.1,F4301,,GH02,F43120,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F431202,"0",SAVIOUR INT. SCH. NO.2,F4301,,GH02,F43120,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F431301,"0",WIAFE AKENTEN JHS. 1,F4301,,GH02,F43130,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F431302,"0",WIAFE AKENTEN JHS. 2,F4301,,GH02,F43130,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F431303,"0",ENID-HAY APOSTOLIC PRIMARY SCH. NKENKAASU,F4301,,GH02,F43130,7.3233575,-1.902597,6CVW83FW+8XR9,#
F431304,"0",WIAFE AKENTEN D/A PRIM. '1' SCH.   1,F4301,,GH02,F43130,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F431305,"0",WIAFE AKENTEN D/A PRIM.'1'  SCH.   2,F4301,,GH02,F43130,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F431306,"0",WIAFE AKENTEN D/A PRIM. '2' SCH.,F4301,,GH02,F43130,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F431307,"0",SESEKO L/A PRIM. 1,F4301,,GH02,F43130,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F431308,"0",SESEKO L/A PRIM. 2,F4301,,GH02,F43130,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F431309,"0",MENSONO CMB SHED,F4301,,GH02,F43130,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F431310,"0",CMB SHED BONTENTEN,F4301,,GH02,F43131,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F431401,"0",BURASO CMB SHED,F4301,,GH02,F43140,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F431402,"0",R/C PRIM. SCH. NKENKAASU,F4301,,GH02,F43140,7.3233575,-1.902597,6CVW83FW+8XR9,#
F431403,"0",ENGLISH ARABIC JHS SCH. NKENKAASU,F4301,,GH02,F43140,7.3233575,-1.902597,6CVW83FW+8XR9,#
F431501,"0",METH. PRIM. NO.1 NKENKAASU  1,F4301,,GH02,F43150,7.3233575,-1.902597,6CVW83FW+8XR9,#
F431502,"0",METH. PRIM. NO.1 NKENKAASU  2,F4301,,GH02,F43150,7.3233575,-1.902597,6CVW83FW+8XR9,#
F431503,"0",PRESBY. PRIMARY SCHOOL. NKENKAASU,F4301,,GH02,F43150,7.3233575,-1.902597,6CVW83FW+8XR9,#
F431601,"0",NANA YAA POKUAH INT. SCH. NKENKAASU,F4301,,GH02,F43160,7.3233575,-1.902597,6CVW83FW+8XR9,#
F431602,"0",METH. JHS B NKENKAASU NO.1,F4301,,GH02,F43160,7.3233575,-1.902597,6CVW83FW+8XR9,#
F431603,"0",METH. JHS B NKENKAASU NO.2,F4301,,GH02,F43160,7.3233575,-1.902597,6CVW83FW+8XR9,#
F431604,"0",METH. JHS B NKENKAASU NO.3,F4301,,GH02,F43160,7.3233575,-1.902597,6CVW83FW+8XR9,#
F431605,"0",METH. JHS B NKENKAASU NO.4,F4301,,GH02,F43160,7.3233575,-1.902597,6CVW83FW+8XR9,#
F431701,"0",L/A PRIM. SCH. NSENOA,F4301,,GH02,F43170,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F431702,"0",AMPONSAKROM D/A PRIM. SCH,F4301,,GH02,F43170,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F431703,"0",L/A PRIM. SCH. GYAMANKROM,F4301,,GH02,F43170,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F431801,"0",L/A PRIM. SCH. PAPASISI,F4301,,GH02,F43180,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F431802,"0",L/A PRIM. SCH. DWENDABI,F4301,,GH02,F43180,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F431803,"0",CMB SHED MEAWANI,F4301,,GH02,F43180,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F431901,"0",L/A PRIM. SCH SAFOKROM,F4301,,GH02,F43190,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F431902,"0",CMB SHED AMOANIM,F4301,,GH02,F43190,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F432001,"0",BOBRA L/A PRIM. SCH,F4301,,GH02,F43200,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F432002,"0",AKROFOA D/A PRIM. SCH,F4301,,GH02,F43200,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F432003,"0",ASUAFU TEMP. BOOTH,F4301,,GH02,F43200,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F432101,"0",L/A PRIM. NYAMEBEKYERE NO.1,F4301,,GH02,F43210,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F432102,"0",NYAMEBEKYERE NO.2 CHURCH,F4301,,GH02,F43210,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F432103,"0",KONKON D/A PRIMARY SCH.,F4301,,GH02,F43210,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F432104,"0",KYEREDAGYA D/A PRIM. SCH,F4301,,GH02,F43210,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F432201,"0",DAASO L/A PRIM. SCH. NO.1,F4301,,GH02,F43220,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F432202,"0",KWAWARE TEMP. BOOTH. DAASO,F4301,,GH02,F43220,7.2891659,-1.8531725,6CVW74QW+MP8M,#
F432203,"0",IJITIHAJIA ISLAMIC SCH. DAASO,F4301,,GH02,F43220,7.2891659,-1.8531725,6CVW74QW+MP8M,#
F432204,"0",DAASO L/A PRIM. SCH. NO.2,F4301,,GH02,F43220,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F432301,"0",KOBRESO R/C SCHOOL NO.1,F4301,,GH02,F43230,7.2818111,-1.8379292,6CVW75J6+PRGF,#
F432302,"0",KOBRESO R/C SCHOOL NO.2,F4301,,GH02,F43230,7.2818111,-1.8379292,6CVW75J6+PRGF,#
F432303,"0",MEDOKWAI D/A PRIM. SCH,F4301,,GH02,F43230,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F432304,"0",ASUOSO L/A PRIM.SCHOOL.  1,F4301,,GH02,F43230,7.2663478,-1.8275668,6CVW758C+GXMX,#
F432305,"0",ASUOSO L/A PRIM.SCHOOL.  2,F4301,,GH02,F43230,7.2663478,-1.8275668,6CVW758C+GXMX,#
F432306,"0",ASUOSO L/A PRIM. 2 SCHOOL,F4301,,GH02,F43230,7.2663478,-1.8275668,6CVW758C+GXMX,#
F432307,"0",MANTUKWA L/A PRIM. SCHOOL,F4301,,GH02,F43230,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F432308,"0",BREHOMA L/A PRIM. SCHOOL,F4301,,GH02,F43230,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F432401,"0",NKWAAKWAA L/A PRIM. SCH.  1,F4301,,GH02,F43240,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F432402,"0",NKWAAKWAA L/A PRIM. SCH.  2,F4301,,GH02,F43240,7.3261071,-1.8903882,6CVW84G5+CRX8,#
F432403,"0",ASEMPANEYE D/A PRIM. SCH.,F4301,,GH02,F43240,7.2334119,-1.8062402,6CVW65MV+9G6F,#
F440101,"0",D/A PRIM SCH DOTIEM,F4401,,GH02,F44010,6.9555258,-2.0992995,6CRVXW42+6783,#
F440102,"0",D/A PRIM SCH ANGO,F4401,,GH02,F44010,6.9555258,-2.0992995,6CRVXW42+6783,#
F440103,"0",D/A PRIM SCH ASUOKOR,F4401,,GH02,F44010,6.9555258,-2.0992995,6CRVXW42+6783,#
F440201,"0",D/A PRIM SCH ACHIASE,F4401,,GH02,F44020,6.9555258,-2.0992995,6CRVXW42+6783,#
F440202,"0",C M B SHED MANHYIA,F4401,,GH02,F44020,6.8949208,-2.086133,6CRVVWV7+XG9W,#
F440203,"0",D/A PRIM SCH ADIEMRA,F4401,,GH02,F44020,6.9555258,-2.0992995,6CRVXW42+6783,#
F440301,"0",D/A PRIM SCH NYAMEBEKYERE,F4401,,GH02,F44030,7.0147227,-1.9942702,6CVW2274+V7QV,#
F440401,"0",D/A PRIM SCH MPASASO NO 1,F4401,,GH02,F44040,6.794217,-2.1437968,6CRVQVV4+MFPP,#
F440501,"0",D/A JHS MPASASO NO 2,F4401,,GH02,F44050,6.794217,-2.1437968,6CRVQVV4+MFPP,#
F440502,"0",D/A PRIM SCH A  MPASASO,F4401,,GH02,F44050,6.794217,-2.1437968,6CRVQVV4+MFPP,#
F440601,"0",CHIEF PALACE MPASASO NO 1,F4401,,GH02,F44060,6.794217,-2.1437968,6CRVQVV4+MFPP,#
F440602,"0",CMB SHED MPASASO NO 1,F4401,,GH02,F44060,6.794217,-2.1437968,6CRVQVV4+MFPP,#
F440701,"0",D/ A PRIM ADADEKROM,F4401,,GH02,F44070,6.8398967,-2.1069816,6CRVRVQV+X62W,#
F440702,"0",D/ A J H S ADADEKROM,F4401,,GH02,F44070,6.8398967,-2.1069816,6CRVRVQV+X62W,#
F440703,"0",D/A PRIM SCH BONSUKROM,F4401,,GH02,F44070,6.9555258,-2.0992995,6CRVXW42+6783,#
F440704,"0",CMB SHED MANTUKWA,F4401,,GH02,F44070,6.8949208,-2.086133,6CRVVWV7+XG9W,#
F440705,"0",T/B OHIAMANKWA,F4401,,GH02,F44070,6.8949208,-2.086133,6CRVVWV7+XG9W,#
F440801,"0",TROM TRUE LIGHT OF CHRIST CHURCH,F4401,,GH02,F44080,6.8949208,-2.086133,6CRVVWV7+XG9W,#
F440802,"0",OLD CLINIC. ZONGO,F4401,,GH02,F44080,6.8949208,-2.086133,6CRVVWV7+XG9W,#
F440803,"0",CMB SHED NYAMEBEKYERE,F4401,,GH02,F44080,7.0147227,-1.9942702,6CVW2274+V7QV,#
F440901,"0",R/C PRIM A DOMIABRA,F4401,,GH02,F44090,6.8695999,-2.0530406,6CRVVW9W+RQPW,#
F440902,"0",T/B ANWIAM DOMIABRA,F4401,,GH02,F44090,6.8695999,-2.0530406,6CRVVW9W+RQPW,#
F441001,"0",METHODIST CHURCH WIOSO,F4401,,GH02,F44100,6.9085682,-2.029768,6CRVWX5C+C3HM,#
F441002,"0",D/A PRIM SCH WIOSO,F4401,,GH02,F44100,6.9555258,-2.0992995,6CRVXW42+6783,#
F441003,"0",CMB SHED MIAWANO,F4401,,GH02,F44100,6.8949208,-2.086133,6CRVVWV7+XG9W,#
F441101,"0",R/C CHURCH WIOSO,F4401,,GH02,F44110,6.9085682,-2.029768,6CRVWX5C+C3HM,#
F441102,"0",APOSTOLIC CHURCH WIOSO,F4401,,GH02,F44110,6.9085682,-2.029768,6CRVWX5C+C3HM,#
F441103,"0",D/ A JHS A WIOSO,F4401,,GH02,F44110,6.9085682,-2.029768,6CRVWX5C+C3HM,#
F441201,"0",D/A PRIM HWIABAA,F4401,,GH02,F44120,6.9555258,-2.0992995,6CRVXW42+6783,#
F441202,"0",R C PRIM HWIBAA,F4401,,GH02,F44120,6.9199055,-2.0438526,6CRVWX94+XF68,#
F441301,"0",D/A PRIM SCH ABOADIESE,F4401,,GH02,F44130,6.9555258,-2.0992995,6CRVXW42+6783,#
F441401,"0",D/A PRIM SCH PEWODIE,F4401,,GH02,F44140,6.9555258,-2.0992995,6CRVXW42+6783,#
F441402,"0",CMB SHED ASUKESE,F4401,,GH02,F44140,7.0828571,-2.1699777,6CVV3RMJ+42R8,#
F441403,"0",D/A PRIM SCH ANITEMFE,F4401,,GH02,F44140,6.9073,-2.1004,6CRVWV4X+WRH2,#
F441501,"0",D/A PRIM SCH ONYINANUFU,F4401,,GH02,F44150,6.9555258,-2.0992995,6CRVXW42+6783,#
F441502,"0",D/A PRIM SCH NYAMEBEKYERE,F4401,,GH02,F44150,7.0147227,-1.9942702,6CVW2274+V7QV,#
F441503,"0",PENTECOST CHURCH AWADUA,F4401,,GH02,F44150,6.8807024,-1.9507733,6CRWV2JX+7MQ3,#
F441504,"0",D/A PRIM SCH MMROBEM,F4401,,GH02,F44150,6.9555258,-2.0992995,6CRVXW42+6783,#
F441505,"0",D/A PRIM SCH OHIAPAE,F4401,,GH02,F44150,6.9555258,-2.0992995,6CRVXW42+6783,#
F441601,"0",D/A PRIM SCH BARNIEKROM,F4401,,GH02,F44160,6.9555258,-2.0992995,6CRVXW42+6783,#
F441602,"0",CMB SHED MMEHAME,F4401,,GH02,F44160,6.8949208,-2.086133,6CRVVWV7+XG9W,#
F441603,"0",CMB SHED NYAMEHYIRASO,F4401,,GH02,F44160,6.8949208,-2.086133,6CRVVWV7+XG9W,#
F441701,"0",D/A PRIM SCH DUNYANKWATA,F4401,,GH02,F44170,6.9555258,-2.0992995,6CRVXW42+6783,#
F441702,"0",D/A PRIM SCH NYAMEADOM,F4401,,GH02,F44170,6.9555258,-2.0992995,6CRVXW42+6783,#
F441801,"0",D/A PRIM SCH KUNSU A,F4401,,GH02,F44180,6.8287462,-1.8879469,6CRWR4H6+FRVW,#
F441802,"0",D/A PRIM SCH KUNSU B,F4401,,GH02,F44180,6.8287462,-1.8879469,6CRWR4H6+FRVW,#
F441803,"0",R C PRI SCH KUNSU,F4401,,GH02,F44180,6.8287462,-1.8879469,6CRWR4H6+FRVW,#
F441804,"0",CMB SHED GYANKONTABUO,F4401,,GH02,F44180,6.8949208,-2.086133,6CRVVWV7+XG9W,#
F441805,"0",TEMP BOOTH ODOYEFE,F4401,,GH02,F44180,6.8949208,-2.086133,6CRVVWV7+XG9W,#
F441901,"0",PENTECOST CHURCH KUNSU  1,F4401,,GH02,F44190,6.8807024,-1.9507733,6CRWV2JX+7MQ3,#
F441902,"0",PENTECOST CHURCH KUNSU  2,F4401,,GH02,F44190,6.8807024,-1.9507733,6CRWV2JX+7MQ3,#
F441903,"0",CMB SHED KUNSU,F4401,,GH02,F44190,6.8287462,-1.8879469,6CRWR4H6+FRVW,#
F442001,"0",D/A PRIM SCH  BOATENGKROM,F4401,,GH02,F44200,6.9555258,-2.0992995,6CRVXW42+6783,#
F442002,"0",D/A PRIM SCH. NKYENSEDANHO,F4401,,GH02,F44200,6.9555258,-2.0992995,6CRVXW42+6783,#
F442003,"0",T/B AWOROKROM,F4401,,GH02,F44200,6.8949208,-2.086133,6CRVVWV7+XG9W,#
F442101,"0",D/A PRIM SCH DATIEM,F4401,,GH02,F44210,6.9555258,-2.0992995,6CRVXW42+6783,#
F442102,"0",D/A PRIM SCH DATIEM,F4401,,GH02,F44210,6.9555258,-2.0992995,6CRVXW42+6783,#
F442103,"0",D/A PRIM SCH ASISBENKWATA,F4401,,GH02,F44210,6.9555258,-2.0992995,6CRVXW42+6783,#
F442104,"0",T/B KOSIEKROM,F4401,,GH02,F44210,6.8949208,-2.086133,6CRVVWV7+XG9W,#
F442201,"0",D/A PRIM SCH BOKRON,F4401,,GH02,F44220,6.9555258,-2.0992995,6CRVXW42+6783,#
F442202,"0",C M B SHED ADJEIKROM,F4401,,GH02,F44220,6.8949208,-2.086133,6CRVVWV7+XG9W,#
F442203,"0",CMB SHED ASUOGYA NO 2,F4401,,GH02,F44220,6.8949208,-2.086133,6CRVVWV7+XG9W,#
F442301,"0",D/A PRIM SCH KUNSU CAMP,F4401,,GH02,F44230,6.8287462,-1.8879469,6CRWR4H6+FRVW,#
F442302,"0",C M B SHED KWAMAWU,F4401,,GH02,F44230,6.8949208,-2.086133,6CRVVWV7+XG9W,#
F442303,"0",C M B SHED PENEWOTRIM,F4401,,GH02,F44230,6.8949208,-2.086133,6CRVVWV7+XG9W,#
F442304,"0",D/A PRIM SCH KOKOTEASUA,F4401,,GH02,F44230,6.9555258,-2.0992995,6CRVXW42+6783,#
F442401,"0",D/A PRIM SCH BONKWASO,F4401,,GH02,F44240,6.9555258,-2.0992995,6CRVXW42+6783,#
F442402,"0",TEMP BOOTH DAJANSO,F4401,,GH02,F44240,6.8949208,-2.086133,6CRVVWV7+XG9W,#
F442403,"0",TEMP BOOTH ASIKANTIA,F4401,,GH02,F44240,6.8949208,-2.086133,6CRVVWV7+XG9W,#
F442404,"0",CMB SHED ASUOGYA,F4401,,GH02,F44240,6.8949208,-2.086133,6CRVVWV7+XG9W,#
F442501,"0",D/A PRIM SCH ABAASUA,F4401,,GH02,F44250,6.9555258,-2.0992995,6CRVXW42+6783,#
F442502,"0",D/A PRIM SCH BONKWASO NO 2,F4401,,GH02,F44250,6.9555258,-2.0992995,6CRVXW42+6783,#
F442601,"0",C M B SHED SIKAFREBOGYA,F4401,,GH02,F44260,6.8949208,-2.086133,6CRVVWV7+XG9W,#
F442602,"0",D/A PRIM SCH AFRESINI CAMP,F4401,,GH02,F44260,6.9555258,-2.0992995,6CRVXW42+6783,#
F442603,"0",C M B SHED  AFRESENI,F4401,,GH02,F44260,6.8949208,-2.086133,6CRVVWV7+XG9W,#
F442701,"0",D/A PRIM SCH BEPOSO,F4401,,GH02,F44270,6.9555258,-2.0992995,6CRVXW42+6783,#
F442702,"0",CMB SHED BEPOSO,F4401,,GH02,F44270,6.8949208,-2.086133,6CRVVWV7+XG9W,#
F442703,"0",CMB SHED BRONIKROM,F4401,,GH02,F44270,6.8949208,-2.086133,6CRVVWV7+XG9W,#
F442801,"0",METHODIST PRIMARY MANKRANSO,F4401,,GH02,F44280,6.8949208,-2.086133,6CRVVWV7+XG9W,#
F442802,"0",OLD PREMIER BANK MANKRANSO,F4401,,GH02,F44280,6.9369532,-2.0655611,6CRVWWPM+QQP2,#
F442803,"0",D/A PRIM SCH MANKRANSO  A,F4401,,GH02,F44280,6.9555258,-2.0992995,6CRVXW42+6783,#
F442804,"0",VICTORY INT. SCH MANKRANSO,F4401,,GH02,F44280,6.9369532,-2.0655611,6CRVWWPM+QQP2,#
F442805,"0",PENTECOST CHURCH MANKRANSO ZONGO,F4401,,GH02,F44280,6.8807024,-1.9507733,6CRWV2JX+7MQ3,#
F442901,"0",L/A J H S MANKRASO,F4401,,GH02,F44290,6.9369532,-2.0655611,6CRVWWPM+QQP2,#
F442902,"0",D/A PRIM SCHB MANKRANSO,F4401,,GH02,F44290,6.8949208,-2.086133,6CRVVWV7+XG9W,#
F450101,"0",D/A PRIM SCH ASEMPANAYE,F4501,,GH02,F45010,6.9555258,-2.0992995,6CRVXW42+6783,#
F450102,"0",R/C CHURCH ASEMPAYE,F4501,,GH02,F45010,6.8743614,-1.8708613,6CRWV4FH+PMRF,#
F450103,"0",D/A PRIM SCH DWENEHO,F4501,,GH02,F45010,6.9555258,-2.0992995,6CRVXW42+6783,#
F450104,"0",METHODIST CHURCH DWENEHO,F4501,,GH02,F45010,6.8743614,-1.8708613,6CRWV4FH+PMRF,#
F450201,"0",R/C PRIMARY 'A' BIEMSO,F4501,,GH02,F45020,6.8768,-1.8533,6CRWV4GW+PMG3,#
F450202,"0",D/A JHS BIEMSO NO.1,F4501,,GH02,F45020,6.8768,-1.8533,6CRWV4GW+PMG3,#
F450203,"0",L/A JHS BIEMSO,F4501,,GH02,F45020,6.8768,-1.8533,6CRWV4GW+PMG3,#
F450204,"0",CMB SHED BIEMSO 1,F4501,,GH02,F45020,6.8768,-1.8533,6CRWV4GW+PMG3,#
F450205,"0",D/A PRIM AKYIESO,F4501,,GH02,F45020,6.9555258,-2.0992995,6CRVXW42+6783,#
F450301,"0",CMB SHED YAWBOADIKROM,F4501,,GH02,F45030,6.8743614,-1.8708613,6CRWV4FH+PMRF,#
F450302,"0",CMB SHED BANAHENEKROM DUEFUROKROM,F4501,,GH02,F45030,6.8743614,-1.8708613,6CRWV4FH+PMRF,#
F450303,"0",TEMP BOOTH ADENSE,F4501,,GH02,F45030,6.8743614,-1.8708613,6CRWV4FH+PMRF,#
F450401,"0",CMB SHED DWINYAMA,F4501,,GH02,F45040,6.8743614,-1.8708613,6CRWV4FH+PMRF,#
F450402,"0",HOPE INTERNATIONAL SCHOOL,F4501,,GH02,F45040,6.8743614,-1.8708613,6CRWV4FH+PMRF,#
F450403,"0",GREAT JUBILEE JHS,F4501,,GH02,F45040,6.8743614,-1.8708613,6CRWV4FH+PMRF,#
F450404,"0",GREAT JUBILEE PRIMIARY,F4501,,GH02,F45040,6.8743614,-1.8708613,6CRWV4FH+PMRF,#
F450501,"0",R/C PRI SCH DWINYAMA,F4501,,GH02,F45050,6.8743614,-1.8708613,6CRWV4FH+PMRF,#
F450502,"0",R/C JHS DWINYAMA,F4501,,GH02,F45050,6.8743614,-1.8708613,6CRWV4FH+PMRF,#
F450503,"0",TEMP BOOTH AMAKOM,F4501,,GH02,F45050,6.8743614,-1.8708613,6CRWV4FH+PMRF,#
F450504,"0",D/A PRIM. SCH. ATTAKROM,F4501,,GH02,F45050,6.9555258,-2.0992995,6CRVXW42+6783,#
F450601,"0",D/A PRIM '1' SCH BIEMSO NO. 2,F4501,,GH02,F45060,6.8768,-1.8533,6CRWV4GW+PMG3,#
F450602,"0",D/A PRIM '2' SCH BIEMSO NO. 2,F4501,,GH02,F45060,6.9555258,-2.0992995,6CRVXW42+6783,#
F450701,"0",D/A PRIM '1' SCH POTRIKROM,F4501,,GH02,F45070,6.9555258,-2.0992995,6CRVXW42+6783,#
F450702,"0",D/A PRIM '2' SCH POTRIKROM,F4501,,GH02,F45070,6.9555258,-2.0992995,6CRVXW42+6783,#
F450703,"0",D/A PRIM SCH A BIEMTETRETE,F4501,,GH02,F45070,6.9555258,-2.0992995,6CRVXW42+6783,#
F450801,"0",D/A PRIM SCH ASUADEI,F4501,,GH02,F45080,6.9673409,-1.9276355,6CRWX38C+WWQP,#
F450802,"0",R/C CHURCH ASUADEI,F4501,,GH02,F45080,6.9673409,-1.9276355,6CRWX38C+WWQP,#
F450803,"0",D/A PRIM SCH NSUTEM,F4501,,GH02,F45080,6.9555258,-2.0992995,6CRVXW42+6783,#
F450804,"0",CMB SHED YEBOAHKROM,F4501,,GH02,F45080,6.8743614,-1.8708613,6CRWV4FH+PMRF,#
F450901,"0",D/A PRIM SCH POKUASE,F4501,,GH02,F45090,6.9555258,-2.0992995,6CRVXW42+6783,#
F450902,"0",D/A PRIM SCH AMOAKOKROM,F4501,,GH02,F45090,6.9555258,-2.0992995,6CRVXW42+6783,#
F450903,"0",D/A PRIM SCH APENIMADI,F4501,,GH02,F45090,7.0087798,-1.8625209,6CVW245P+GX93,#
F451001,"0",D/A PRIM SCH ESSIENKYEM,F4501,,GH02,F45100,6.9758,-1.8478,6CRWX5G2+8V8V,#
F451002,"0",D/A PRIM BONSUKROM,F4501,,GH02,F45100,6.9555258,-2.0992995,6CRVXW42+6783,#
F451003,"0",CMB SHED BANOKROM,F4501,,GH02,F45100,6.8743614,-1.8708613,6CRWV4FH+PMRF,#
F451101,"0",R/C PRIM ABURASO,F4501,,GH02,F45110,6.9318828,-1.903818,6CRWW3JW+QF39,#
F451102,"0",R/C CHURCH ABURASO,F4501,,GH02,F45110,6.9318828,-1.903818,6CRWW3JW+QF39,#
F451201,"0",D/A PRIM SCH KWAMEKYEMKROM,F4501,,GH02,F45120,6.9555258,-2.0992995,6CRVXW42+6783,#
F451202,"0",CMB SHED KWAMEKYEMKROM,F4501,,GH02,F45120,6.8743614,-1.8708613,6CRWV4FH+PMRF,#
F451203,"0",D/A PRIM SCH FAWOMANG,F4501,,GH02,F45120,6.9555258,-2.0992995,6CRVXW42+6783,#
F451204,"0",PENTECOST CHURCH FAWOMANG,F4501,,GH02,F45120,6.8807024,-1.9507733,6CRWV2JX+7MQ3,#
F451205,"0",D/A PRIM SCH BETINKO,F4501,,GH02,F45120,6.9555258,-2.0992995,6CRVXW42+6783,#
F451301,"0",D/A PRIM SCH APONAPONSO,F4501,,GH02,F45130,6.9555258,-2.0992995,6CRVXW42+6783,#
F451302,"0",AMOKROM,F4501,,GH02,F45130,6.8743614,-1.8708613,6CRWV4FH+PMRF,#
F451303,"0",T/B BOKROWA,F4501,,GH02,F45130,6.8743614,-1.8708613,6CRWV4FH+PMRF,#
F451401,"0",D/A PRIM SCH ADUKROM,F4501,,GH02,F45140,6.9555258,-2.0992995,6CRVXW42+6783,#
F451402,"0",D/A PRIM SCH CAMP SABRONUM,F4501,,GH02,F45140,6.9555258,-2.0992995,6CRVXW42+6783,#
F451403,"0",D/A PRIM. SCH. NYAMEBEKYERE,F4501,,GH02,F45140,7.0147227,-1.9942702,6CVW2274+V7QV,#
F451501,"0",D/A PRIM SABRONUM,F4501,,GH02,F45150,6.9555258,-2.0992995,6CRVXW42+6783,#
F451502,"0",D/A PRIM. B SABRONUM,F4501,,GH02,F45150,6.9555258,-2.0992995,6CRVXW42+6783,#
F451503,"0",AGYA BOFA CENTRE SABRONUM,F4501,,GH02,F45150,7.0881,-1.891,6CVW34Q5+6JJR,#
F451504,"0",METHODIST CHURCH SABRONUM,F4501,,GH02,F45150,7.0881,-1.891,6CVW34Q5+6JJR,#
F451505,"0",D/A JHS SABRONUM,F4501,,GH02,F45150,7.0881,-1.891,6CVW34Q5+6JJR,#
F451601,"0",NANA APPIADU PRIM. SCH. SABRONUM,F4501,,GH02,F45160,7.0881,-1.891,6CVW34Q5+6JJR,#
F451602,"0",GPRTU OFFICE SABRONUM,F4501,,GH02,F45160,7.0881,-1.891,6CVW34Q5+6JJR,#
F451603,"0",ROMAN PARK SABRONUM,F4501,,GH02,F45160,7.0848098,-2.0236187,6CVV3XMG+WHC6,#
F451604,"0",PRESBY CHURCH SABRONUM,F4501,,GH02,F45160,7.0881,-1.891,6CVW34Q5+6JJR,#
F451605,"0",CMB SHED AKYERAKROM,F4501,,GH02,F45160,6.8743614,-1.8708613,6CRWV4FH+PMRF,#
F451701,"0",D/A PRIM SCH AHWEREWAM,F4501,,GH02,F45170,6.9555258,-2.0992995,6CRVXW42+6783,#
F451702,"0",R/C PRIMARY AHWEREWAM,F4501,,GH02,F45170,6.8743614,-1.8708613,6CRWV4FH+PMRF,#
F451703,"0",CPC CHURCH AHWEREWAM,F4501,,GH02,F45170,6.8743614,-1.8708613,6CRWV4FH+PMRF,#
F451704,"0",CMB SHED AHWEREWAM,F4501,,GH02,F45170,6.8743614,-1.8708613,6CRWV4FH+PMRF,#
F451801,"0",D/A PRIM MMFRFA-DWEN,F4501,,GH02,F45180,6.9555258,-2.0992995,6CRVXW42+6783,#
F451802,"0",D/A PRIM DOMIABRA,F4501,,GH02,F45180,6.9555258,-2.0992995,6CRVXW42+6783,#
